;Country;Total Cases;New Cases;Total Deaths;New Deaths;Total Recovered;New Recovered;Active Cases;Serious, Critical;Tot Cases/1M pop;Deaths/ 1M pop;Total Tests;Tests/ 1M pop;Continent;1 Case every X people;1 Death every X people;1 Test every X ppl
194;British Virgin Islands;71.0;;1.0;;62.0;;8.0;2.0;2345.0;33.0;4410.0;145641.0;North America;426.0;30280.0;7.0
195;St. Vincent Grenadines;64.0;; ;;64.0;;0.0;;576.0;;5046.0;45448.0;North America;1735.0;;22.0
196;St. Barth;48.0;; ;;25.0;;23.0;;4856.0;;2668.0;269931.0;North America;206.0;;4.0
197;Macao;46.0;; ;;46.0;;0.0;;71.0;;4238.0;6505.0;Asia;14163.0;;154.0
198;Fiji;32.0;;2.0;;28.0;;2.0;1.0;36.0;2.0;9912.0;11037.0;Australia/Oceania;28064.0;449017.0;91.0
199;Dominica;30.0;; ;;24.0;;6.0;;416.0;;2612.0;36263.0;North America;2401.0;;28.0
200;Timor-Leste;28.0;1.0; ;;31.0;4.0;XCEPT ATTRIBUTE ERRO;;21.0;;7889.0;5956.0;Asia;47302.0;;168.0
201;New Caledonia;27.0;; ;;26.0;;1.0;;94.0;;14233.0;49737.0;Australia/Oceania;10599.0;;20.0
202;Saint Lucia;27.0;; ;;27.0;;0.0;;147.0;;8120.0;44171.0;North America;6809.0;;23.0
203;Grenada;24.0;; ;;24.0;;0.0;;213.0;;6252.0;55499.0;North America;4694.0;;18.0
204;Laos;23.0;; ;;22.0;;1.0;;3.0;;51882.0;7106.0;Asia;317437.0;;141.0
205;Saint Kitts and Nevis;19.0;; ;;17.0;;2.0;;357.0;;2378.0;44623.0;North America;2805.0;;22.0
206;Saint Pierre Miquelon;16.0;; ;;6.0;;10.0;;2765.0;;1967.0;339900.0;North America;362.0;;3.0
207;Greenland;14.0;; ;;14.0;;0.0;;247.0;;7949.0;139962.0;North America;4057.0;;7.0
208;Montserrat;13.0;;1.0;;12.0;;0.0;;2604.0;200.0;449.0;89926.0;North America;384.0;4993.0;11.0
209;Falkland Islands;13.0;; ;;13.0;;0.0;;3710.0;;2261.0;645263.0;South America;270.0;;2.0
210;Vatican City;12.0;; ;;12.0;;0.0;;14981.0;;;;Europe;67.0;;
211;Western Sahara;10.0;;1.0;;8.0;;1.0;;17.0;2.0;;;Africa;60082.0;600815.0;
212;NO COUNTRY;9.0;;2.0;;;;7.0;;;;;;;;;
213;Anguilla;3.0;; ;;3.0;;0.0;;200.0;;1020.0;67837.0;North America;5012.0;;15.0
214;China;85384.0;12.0;4634.0;;80566.0;13.0;184.0;3.0;59.0;3.0;160000000.0;111163.0;Asia;16857.0;310601.0;9.0
