;Country;Total Cases;New Cases;Total Deaths;New Deaths;Total Recovered;New Recovered;Active Cases;Serious, Critical;Tot Cases/1M pop;Deaths/ 1M pop;Total Tests;Tests/ 1M pop;Continent;1 Case every X people;1 Death every X people;1 Test every X ppl
186;Cayman Islands;235.0;;1.0;;212.0;;22.0;1.0;3563.0;15.0;44486.0;674500.0;North America;281.0;65954.0;1.0
187;Liechtenstein;235.0;11.0;1.0;;142.0;;92.0;6.0;6158.0;26.0;2200.0;57650.0;Europe;162.0;38161.0;17.0
188;Barbados;222.0;;7.0;;203.0;;12.0;;772.0;24.0;30602.0;106448.0;North America;1295.0;41069.0;9.0
189;Bermuda;188.0;3.0;9.0;;174.0;2.0;5.0;;3022.0;145.0;77453.0;1245085.0;North America;331.0;6912.0;1.0
190;Caribbean Netherlands;150.0;;3.0;;121.0;;26.0;;5704.0;114.0;2890.0;109903.0;North America;175.0;8765.0;9.0
191;Seychelles;149.0;; ;;148.0;;1.0;;1512.0;;5200.0;52775.0;Africa;661.0;;19.0
192;Brunei ;147.0;;3.0;;143.0;;1.0;;335.0;7.0;65083.0;148341.0;Asia;2985.0;146247.0;7.0
193;Antigua and Barbuda;119.0;;3.0;;101.0;;15.0;;1212.0;31.0;3204.0;32636.0;North America;825.0;32724.0;31.0
194;St. Barth;72.0;; ;;55.0;;17.0;;7283.0;;3347.0;338560.0;North America;137.0;;3.0
195;British Virgin Islands;71.0;;1.0;;70.0;;0.0;;2344.0;33.0;5193.0;171431.0;North America;427.0;30292.0;6.0
196;St. Vincent Grenadines;68.0;1.0; ;;64.0;;4.0;;612.0;;6080.0;54752.0;North America;1633.0;;18.0
197;Macao;46.0;; ;;46.0;;0.0;;71.0;;4238.0;6500.0;Asia;14174.0;;154.0
198;Saint Lucia;36.0;; ;;27.0;;9.0;;196.0;;9132.0;49663.0;North America;5108.0;;20.0
199;Dominica;33.0;; ;;29.0;;4.0;;458.0;;3955.0;54900.0;North America;2183.0;;18.0
200;Fiji;32.0;;2.0;;30.0;;0.0;;36.0;2.0;11771.0;13102.0;Australia/Oceania;28075.0;449203.0;76.0
201;Timor-Leste;29.0;; ;;28.0;;1.0;;22.0;;9720.0;7331.0;Asia;45721.0;;136.0
202;Grenada;27.0;; ;;24.0;;3.0;;240.0;;6252.0;55484.0;North America;4173.0;;18.0
203;Vatican City;27.0;; ;;15.0;;12.0;;33666.0;;;;Europe;30.0;;
204;New Caledonia;27.0;; ;;27.0;;0.0;;94.0;;15134.0;52856.0;Australia/Oceania;10605.0;;19.0
205;Laos;23.0;; ;;22.0;;1.0;;3.0;;60565.0;8289.0;Asia;317700.0;;121.0
206;Saint Kitts and Nevis;19.0;; ;;19.0;;0.0;;356.0;;2828.0;53045.0;North America;2806.0;;19.0
207;Greenland;16.0;; ;;16.0;2.0;0.0;;282.0;;10073.0;177342.0;North America;3550.0;;6.0
208;Saint Pierre Miquelon;16.0;; ;;12.0;;4.0;;2766.0;;2222.0;384097.0;North America;362.0;;3.0
209;Montserrat;13.0;;1.0;;12.0;;0.0;;2604.0;200.0;483.0;96735.0;North America;384.0;4993.0;10.0
210;Falkland Islands;13.0;; ;;13.0;;0.0;;3704.0;;2682.0;764103.0;South America;270.0;;1.0
211;Western Sahara;10.0;;1.0;;8.0;;1.0;;17.0;2.0;;;Africa;60166.0;601660.0;
212;NO COUNTRY;9.0;;2.0;;;;7.0;;;;;;;;;
213;Anguilla;3.0;; ;;3.0;;0.0;;199.0;;1329.0;88347.0;North America;5014.0;;11.0
214;Solomon Islands;3.0;; ;;;;3.0;;4.0;;96.0;139.0;Australia/Oceania;230614.0;;7207.0
215;Wallis and Futuna;1.0;; ;;;;1.0;;89.0;;;;Australia/Oceania;11178.0;;
216;China;85704.0;19.0;4634.0;;80812.0;10.0;258.0;4.0;60.0;3.0;160000000.0;111163.0;Asia;16794.0;310601.0;9.0
